index,gendered,inclusive_form
198,Die Person ist Bachelor of Arts in Geschichte.,"Die Person, die einen Bachelor of Arts im Fachbereich Geschichte erworben hat, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, hat erfolgreich diesen akademischen Grad erreicht und somit ihr Wissen und ihre Kompetenz in der Disziplin der Geschichtswissenschaften unter Beweis gestellt."
62,Mein/e Arbeitskolleg/in half mir bei einem schwierigen Projekt.,"Die Person, mit der ich zusammenarbeite und die mir bei einem herausfordernden Projekt zur Seite gestanden hat, ist unabhängig von ihrer Geschlechtsidentität, sei es als Mann, Frau oder in einer anderen Form, die sie für sich wählt, eine wertvolle Unterstützung für mich gewesen."
1874,Endlich konnte dey dier Verfolger*in abhängen und war in Sicherheit.,"Endlich konnte die Person, die verfolgt wurde, unabhängig von ihrer Geschlechtsidentität, die Person, die sie verfolgt hat, hinter sich lassen und war in Sicherheit. Dies umfasst Personen, die sich als Frau, Mann oder mit einer nicht-binären oder anderen Geschlechtsidentität identifizieren."
405,Die Dienstleister*innen bietet exzellenten Service.,"Die Personen, die Dienstleistungen anbieten und sich als Dienstleister, Dienstleisterinnen oder mit einer anderen Geschlechtsidentität identifizieren, bieten exzellenten Service an, unabhängig davon, ob sie sich als männlich, weiblich oder nicht-binär verstehen."
523,Dier ErrichterIn des Denkmals wurde geehrt.,"Die Person, die das Denkmal errichtet hat, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, wurde geehrt."
1446,Das Patient/inzimmer wurde frisch renoviert und bietet nun mehr Komfort.,"Das Patientenzimmer, das für alle Personen gedacht ist, die eine medizinische Behandlung benötigen, wurde frisch renoviert und bietet nun mehr Komfort. Dies schließt Menschen ein, die sich als Frauen, Männer oder außerhalb der traditionellen Geschlechtskategorien identifizieren, und berücksichtigt somit die Vielfalt der Geschlechtsidentitäten. Die Renovierungen wurden vorgenommen, um sicherzustellen, dass sich alle, die in diesem Raum behandelt werden, wohl und respektiert fühlen."
922,In der König*inklasse des Motorsports dominieren die besten Fahrerinnen der Welt.,"In der Königsklasse des Motorsports, die oft als die höchste und prestigeträchtigste Kategorie in diesem Bereich angesehen wird, dominieren die besten Fahrerinnen, Fahrer und alle anderen Personen, die in diesem Sport aktiv sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, weltweit. Diese Vielfalt zeigt sich in den außergewöhnlichen Fähigkeiten und Leistungen, die von allen Athletinnen, Athleten und weiteren Fahrer:innen erbracht werden, unabhängig von der Art, wie sie sich geschlechtlich identifizieren oder in welchem Geschlecht sie sich angesprochen fühlen."
1865,"Die VirologInnen forschen intensiv an einem neuen Impfstoff, um die Verbreitung des Virus einzudämmen.","Die Personen, die in der Virologie tätig sind und sich dabei als Virologinnen, Virologen oder mit anderen Geschlechtsidentitäten identifizieren, führen eine intensive Forschung an einem neuen Impfstoff durch. Ihr Ziel ist es, die Ausbreitung des Virus einzudämmen und damit zur Verbesserung der öffentlichen Gesundheit beizutragen. Diese Forscherinnen, Forscher und alle weiteren Menschen in diesem Bereich bringen vielfältige Perspektiven und Kompetenzen in ihre Arbeit ein, um innovative Lösungen zu entwickeln und den Herausforderungen durch das Virus effektiv zu begegnen."
1863,Ein*e nahe:r Verwandte:r besuchte dem im Krankenhaus.,"Eine nahestehende Person, die im weitesten Sinne als Verwandte oder Verwandter betrachtet werden kann, unabhängig davon, ob diese Person sich als Frau, Mann oder einer anderen Geschlechtsidentität versteht, besuchte die Person, die sich im Krankenhaus befindet."
305,Dier BetrügerIn wurde für deren illegalen Aktivitäten verhaftet.,"Die Person, die als Betrüger:in identifiziert wurde, wurde aufgrund ihrer illegalen Aktivitäten verhaftet, unabhängig davon, wie sie sich in Bezug auf ihr Geschlecht oder ihre Geschlechtsidentität versteht. Dies schließt alle Geschlechtsidentitäten ein, von denen einige möglicherweise nicht den traditionellen Kategorien von Mann oder Frau entsprechen, und bezieht sich auf jede Erscheinungsform von Geschlechtsidentität."
1859,Dier Versender_in hat das Paket gestern abgeschickt.,"Die Person, die das Paket versendet hat, unabhängig davon, ob sie sich als Frau, Mann oder einer anderen Geschlechtsidentität versteht, hat das Paket gestern abgeschickt."
1221,... Für diese Stelle suchen wir eine*n englische*n Muttersprachler*in.,"Für diese Stelle suchen wir eine Person, die Englisch als ihre Mutter- oder Herkunftssprache spricht, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Wir möchten sicherstellen, dass wir alle potenziellen Bewerberinnen, Bewerber und Personen mit anderen Geschlechtsidentitäten ansprechen und einladen, sich für diese Position zu bewerben."
1428,Bei der Passant/innenbefragung wurden wichtige Meinungen zur neuen Stadtentwicklung eingeholt.,"Bei der Befragung von Passantinnen, Passanten und allen anderen Menschen, die sich in diesem Moment im Stadtgebiet aufhielten und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, wurden wichtige Meinungen zur neuen Stadtentwicklung eingeholt. Diese Umfrage richtete sich an eine vielfältige Gruppe von Personen, unabhängig von Geschlecht oder Geschlechtsidentität, um ein breites Spektrum an Perspektiven und Erfahrungen zu erfassen, die die Entwicklung der Stadt betreffen."
209,Dier Bediener:in startete die Maschine mit einem Knopfdruck.,"Die Person, die die Maschine bedient, unabhängig davon, ob diese sich als Bedienerin, Bediener oder mit einer anderen Geschlechtsidentität identifiziert, hat die Maschine mit einem Knopfdruck gestartet."
1094,Mensch sollte immer die Wahrheit sagen.,"'Menschen sollten stets die Wahrheit sagen, unabhängig davon, wie sie sich in Bezug auf Geschlecht oder Geschlechtsidentität definieren. Jede Person, egal ob sie sich als Frau, Mann, nicht-binär, genderqueer oder auf andere Weise identifiziert, sollte in der Lage sein, offen und ehrlich zu kommunizieren, da die Wahrheit für alle von Bedeutung ist und integraler Bestandteil eines respektvollen Miteinanders darstellt.'"
697,Dier Gesetzgeber:in beschloss neue Regelungen zum Umweltschutz.,"Die Person oder die Gruppe von Personen, die in der Funktion des Gesetzgebers oder der Gesetzgeberin tätig ist und Gesetze formuliert sowie beschließt, hat neue Regelungen zum Umweltschutz beschlossen. Diese Personen können sich als Mann, Frau oder einer Vielzahl von anderen Geschlechtsidentitäten identifizieren und repräsentieren somit die Vielfalt der Geschlechter in der Gesetzgebung."
781,Das Hilfesystem der Organisation ist gut durchdacht und effizient.,"Das Hilfesystem der Organisation, das auf die Bedürfnisse und Anliegen aller Personen abgestimmt ist, unabhängig von deren Geschlechtsidentität, Geschlecht oder anderen individuellen Merkmalen, wurde sorgfältig konzipiert und erweist sich als effizient in der Unterstützung und Bereitstellung von Hilfe für alle, die auf die Dienstleistungen der Organisation zugreifen."
1646,Die Stammkund/innen bekommen einen Rabatt auf ihre Einkäufe.,"Die Stammkundinnen, Stammkunden und alle weiteren Personen, die regelmäßig bei uns einkaufen und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, erhalten einen Rabatt auf ihre Einkäufe, unabhängig davon, wie sie sich in Bezug auf Geschlecht oder Geschlechtsidentität verstehen."
1849,Dey ist ein/e starke:r Verfechter/in der Demokratie.,"Dey ist eine Person, die sich mit Leidenschaft und Entschlossenheit für die Verteidigung der Demokratie einsetzt, unabhängig von ihrer Geschlechtsidentität oder Geschlechtszugehörigkeit. Egal, ob Dey sich als Mann, Frau, nicht-binär oder einer anderen Geschlechtsidentität versteht, sie oder er, oder auch andere geschlechtliche Bezeichnungen, die Dey möglicherweise bevorzugt, spielen keine Rolle – entscheidend ist ihr Engagement und ihre Stärke im Kampf für demokratische Werte und Grundsätze."
380,Dier Cyber-Erpresser*in forderte ein Lösegeld in Bitcoin.,"Die Person, die im Bereich der Cyber-Erpressung tätig ist, forderte ein Lösegeld in Form von Bitcoin. Diese Person könnte sich entweder als Mann, Frau oder mit einer anderen Geschlechtsidentität definieren, und ist in der Lage, die individuellen und vielfältigen Identitäten, die im Bereich der Cyber-Kriminalität existieren, zu repräsentieren."
854,... alle wie sie möchten,"'Alle Personen, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität verstehen und identifizieren, sind eingeladen, ihren individuellen Wünschen und Bedürfnissen Ausdruck zu verleihen, ganz gleich, ob sie sich als Mann, Frau, Non-Binary-Person oder auf andere Weise definieren.'"
1978,Die Serviceperson reinigte das Hotelzimmer gründlich.,"'Die Person, die im Service tätig ist und dafür verantwortlich ist, das Hotelzimmer gründlich zu reinigen, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, hat die Aufgabe sorgfältig und professionell erfüllt.'"
1885,"Dier Vertreter/in besuchte die Kund/innen, um die neuen Produkte vorzustellen.","Die Person, die in der Funktion eines Vertreters oder einer Vertreterin tätig ist, hat die Kunden und Kundinnen, sowie alle weiteren Personen, die sich als Kunden oder Kundinnen identifizieren oder auch nicht, besucht, um ihnen die neuen Produkte vorzustellen und Informationen darüber zu bieten. Dies schließt alle Geschlechtsidentitäten ein, egal ob diese im binären Geschlechtssystem verortet sind oder nicht, und hebt die Vielfalt der Kundschaft hervor."
1852,"Die VerkäuferInnen in dem Lebensmittelgeschäft sind stets freundlich und hilfsbereit, um die Bedürfnisse der KundInnen zu erfüllen.","Die Personen, die als Verkäuferinnen, Verkäufer und in weiteren Rollen im Lebensmittelgeschäft tätig sind, zeigen stets Freundlichkeit und Hilfsbereitschaft, um die Bedürfnisse aller Kundinnen, Kunden und aller anderen Personen, die das Geschäft betreten, unabhängig von ihrer Geschlechtsidentität oder ihrem Geschlecht, zu erfüllen."
352,Dier Bürgermeister:in zeigte große Bürger:innähe durch deren regelmäßigen Sprechstunden.,"Die Person, die das Amt der Bürgermeisterin oder des Bürgermeisters innehat, zeigt große Nähe zu den Bürgerinnen, Bürgern und allen weiteren Personen in der Gemeinde, indem sie regelmäßige Sprechstunden anbietet, die allen offenstehen, unabhängig davon, wie die jeweiligen Personen sich in Bezug auf Geschlecht und Geschlechtsidentität identifizieren."
1825,... Wie viele UserInnen hat diese Website?,"Die Personen, die diese Website nutzen, unabhängig von ihrer Geschlechtsidentität, sei es als männlich, weiblich oder in einer anderen Form, wie zum Beispiel nicht-binär, genderqueer oder agender, haben sich hier versammelt. Es stellt sich also die Frage: Wie viele Menschen, die sich als Nutzer:innen identifizieren, haben diese Website aufgerufen und aktiv genutzt?"
250,Das Geschwisterkind stellte sich schützend vor deren Hund. ,"Das Geschwisterkind, das eine enge familiäre Beziehung zu einem oder mehreren Geschwistern hat, stellte sich schützend vor den Hund, der zu dieser Familie gehört, unabhängig davon, ob das Geschwisterkind sich als Mädchen, Junge oder mit einer anderen Geschlechtsidentität identifiziert."
1644,Die stadtplanende Person entwarf das neue Wohngebiet.,"Die Person, die in der Stadtplanung tätig ist und für die Gestaltung und Entwicklung des neuen Wohngebiets verantwortlich war, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, entwarf das neue Wohngebiet und berücksichtigte dabei die Bedürfnisse und Wünsche aller zukünftigen Bewohner*innen und deren vielfältigen Lebensrealitäten."
1002,Durch gezielte Kund/inwerbung konnten wir unsere Reichweite erheblich steigern.,"Durch gezielte Werbung an unsere Kundinnen, Kunden und alle Personen, die sich mit verschiedenen Geschlechtsidentitäten identifizieren und möglicherweise nicht den traditionellen Kategorien angehören, konnten wir unsere Reichweite erheblich steigern. Wir haben uns bemüht, verschiedene Anspracheformen zu nutzen, um ein breites Publikum anzusprechen und inclusive Beziehungen zu unseren Interessierten aufzubauen."
1540,Dier Schiedsrichter:in pfiff das Fußballspiel an.,"Die Person, die als Schiedsrichter oder Schiedsrichterin fungiert und die Verantwortung für die Leitung des Fußballspiels übernimmt, unabhängig davon, wie diese Person sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert, pfiff das Fußballspiel an."
137,Holen Sie sich lieber den Rat einis Ärzt:in.,"Es wird empfohlen, den Rat einer medizinischen Fachkraft einzuholen, die in ihrem Beruf als Ärztin, Arzt oder in einer anderen geschlechtsneutralen Bezeichnung tätig ist und die sich möglicherweise mit verschiedenen Geschlechtsidentitäten identifizieren kann. Es ist wichtig, dass Sie die Expertise einer Person in Anspruch nehmen, die in der Lage ist, auf die individuellen gesundheitlichen Bedürfnisse einzugehen, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität versteht."
556,Dier FeministIn setzte sich für die Gleichberechtigung der Geschlechter ein.,"Die Person, die sich mit feministischen Ideen identifiziert oder als Feministin oder Feminist bezeichnet, engagiert sich aktiv für die Gleichberechtigung aller Geschlechter und Geschlechtsidentitäten. Sie setzt sich dafür ein, dass Frauen, Männer und nicht-binäre Personen sowie alle anderen geschlechtlichen Identitäten die gleichen Rechte und Chancen in der Gesellschaft erhalten und dass Diskriminierung aufgrund von Geschlecht und Geschlechtsidentität abgebaut wird."
1654,Die Studienanfänger*innen wurden in der Einführungswoche begrüßt.,"Die neu eingeschriebenen Studierenden, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren, wurden während der Einführungswoche herzlich willkommen geheißen. Diese Begrüßung richtete sich an alle, die an einer Hochschule oder Universität mit dem Ziel des Studierens beginnen, und sollte Raum für die Vielfalt an Identitäten und Erfahrungen schaffen, die unsere Lern- und Gemeinschaftslandschaft bereichern."
1897,Dier Vorgänger/in im Projekt hat viele Reformen eingeführt.,"„Die Person, die das Projekt zuvor geleitet hat, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat viele Reformen eingeführt.“"
820,"... Anteil von Wissenschaftler/innen und Ingenieur/innen an der Gesamtarbeitskraft nach Geschlecht, 2013","Der Anteil von Personen, die in den Bereichen Wissenschaft und Ingenieurwesen tätig sind, einschließlich Wissenschaftlerinnen, Wissenschaftler und Ingenieure, sowie alle anderen Fachkräfte, die sich mit verschiedenen Geschlechtsidentitäten identifizieren und in diesen Berufsfeldern arbeiten, an der Gesamtarbeitskraft nach Geschlecht im Jahr 2013."
1425,In der Partner*inarbeit erarbeiteten die Schüler*innen gemeinsam die Lösung für das Projekt.,"In der Zusammenarbeit in Partnerarbeit haben die Schüler, Schülerinnen und alle anderen Personen, die an dieser Bildungseinrichtung lernen und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, gemeinsam die Lösung für das Projekt erarbeitet. Dies schließt Menschen ein, die sich als nicht-binär, genderqueer oder mit einer anderen Geschlechtsidentität definieren."
1112,... Der Gewinn betrug 20 Euro pro Person / Nase.,"Der Gewinn betrug 20 Euro für jede Person, die an diesem Gewinnspiel oder dieser Veranstaltung teilgenommen hat, unabhängig von deren Geschlechtsidentität oder -ausdruck. Damit sind alle Teilnehmenden gemeint, einschließlich, aber nicht beschränkt auf Frauen, Männer und jene, die sich als nicht-binär, genderqueer, agender oder in anderer Weise identifizieren."
1239,"Die regelmäßige Mitarbeiter:inbeurteilung hilft dabei, Stärken und Schwächen im Team zu erkennen.","Die regelmäßige Beurteilung der Mitarbeiterinnen, Mitarbeiter und aller anderen Personen im Team, unabhängig von deren Geschlechtsidentität oder -ausdruck, trägt dazu bei, die individuellen Stärken und Schwächen innerhalb des Teams zu erkennen und zu fördern. Diese wertvolle Rückmeldung ermöglicht es, ein inklusives Arbeitsumfeld zu schaffen, in dem sich jede Person, die zum Team gehört, wertgeschätzt und unterstützt fühlt, und an ihrer beruflichen Entwicklung arbeiten kann."
1069,In der Lehrer_inkonferenz wurden die neuen Schulrichtlinien besprochen.,"In der Konferenz der Lehrkräfte, die sowohl Lehrer, Lehrerinnen als auch alle anderen Personen umfasst, die in der Unterrichts- und Bildungsstätte tätig sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, wurden die neuen Schulrichtlinien besprochen."
635,"An der engen Brücke steht ein Schild: ""Fahrradfahrer:innen müssen absteigen.""","An der schmalen Brücke steht ein Schild, das besagt: ""Personen, die mit Fahrrädern unterwegs sind, seien es Radfahrer, Fahrradfahrerinnen oder alle anderen Menschen, die sich auf unterschiedlichste Weise mit dem Radfahren identifizieren, werden aufgefordert, abzusteigen."""
553,Dier FavoritIn des Rennens hat diesmal leider nicht gewonnen.,"Die Person, die als Favorit oder Favoritin für das Rennen galt und an diesem Wettkampf teilgenommen hat, hat diesmal leider nicht gewonnen. Diese Person könnte sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren. In jedem Fall hat sie sich durch ihre Leistung hervorgehoben, auch wenn das Ergebnis nicht wie erhofft ausgefallen ist."
1064,Als Laborarbeiter:in unterstützt dey bei Experimenten und sorgt für die Sauberkeit des Labors.,"Die Person, die im Labor als Laborarbeiterin, Laborarbeiter oder in einer anderen Geschlechtsidentität tätig ist, unterstützt bei den Experimenten und sorgt dafür, dass das Labor sauber und ordentlich bleibt, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert."
1306,Dier Ökonom/in analysierte die Wirtschaftsdaten des letzten Quartals.,"Die Person, die als Ökonom oder Ökonomin tätig ist und die sich möglicherweise auch mit einer anderen Geschlechtsidentität identifiziert, hat die Wirtschaftsdaten des letzten Quartals analysiert. Dabei umfasst der Begriff „Ökonom/in“ sowohl Personen, die sich traditionell als männlich oder weiblich identifizieren, als auch solche, die nicht-binär sind oder sich auf andere Weise geschlechtlich definieren."
116,"Josh, Pauli, und Thato sind Alltagsheld_innen, denn sie setzen sich jeden Tag für das Wohl anderer Menschen ein.","Josh, Pauli und Thato sind engagierte Alltagsheldinnen, Alltagshelden und herausragende Personen, die sich auf ihre jeweils eigene Art und Weise, unabhängig von ihrer Geschlechtsidentität, jeden Tag für das Wohl anderer Menschen einsetzen. Ihr Einsatz zeigt die Vielfalt von Identitäten und die unterschiedlichen Wege, auf denen Menschen, die sich als Frauen, Männer oder nicht-binär identifizieren, ihr Umfeld positiv beeinflussen und unterstützen können."
748,Die handwerkliche Fachkraft reparierte das undichte Dach.,"Die Person, die über handwerkliche Fähigkeiten verfügt und in der Lage ist, Reparaturen durchzuführen, hat das undichte Dach instand gesetzt. Dabei spielt es keine Rolle, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert; entscheidend ist die Fachkompetenz und das handwerkliche Geschick, die zur Lösung des Problems beigetragen haben."
585,Dier FahrgästIn stieg am Hauptbahnhof in den Zug.,"Die Person, die als Fahrgast im öffentlichen Verkehr unterwegs ist, stieg am Hauptbahnhof in den Zug ein, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, und ob sie dies zum ersten Mal tut oder regelmäßig die Zugverbindungen in dieser Region nutzt."
908,Die kommentierende Person analysierte das Spiel mit Fachkenntnis.,"Die Person, die einen Kommentar verfasst hat, analysierte das Spiel mit umfassender Fachkenntnis, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Dabei bringt die kommentierende Person ihre Expertise und ihre individuellen Erfahrungen in die Analyse ein, um einen differenzierten und aufschlussreichen Blick auf das Spiel zu werfen."
1294,"Der Netzbetrieb hat angekündigt, das Internet auszubauen.","Der Netzbetrieb hat angekündigt, dass die Verantwortlichen und alle weiteren Mitarbeitenden in diesem Bereich daran arbeiten werden, das Internet auszubauen. Dies umfasst alle Fachkräfte, Technikerinnen, Techniker sowie Personen in administrativen und unterstützenden Rollen, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren. Somit wird sichergestellt, dass der Ausbau des Internets von einem vielfältigen Team durchgeführt wird, das unterschiedliche Perspektiven und Erfahrungen einbringt."
1263,Dier Neukund*in wurde herzlich im Unternehmen begrüßt und erhielt eine umfassende Einführung *in die angebotenen Produkte und Dienstleistungen.,"Die neue Kundin, der neue Kunde und alle weiteren Personen, die als Neukund*innen in unserem Unternehmen willkommen geheißen wurden, konnten sich auf eine herzliche Begrüßung freuen. Zudem erhielten sie eine umfassende Einführung in die angebotenen Produkte und Dienstleistungen, unabhängig davon, wie sie sich in Bezug auf ihr Geschlecht und ihre Geschlechtsidentität definieren oder identifizieren. In unserem Unternehmen legen wir großen Wert auf Diversität und Inklusion und möchten sicherstellen, dass alle Neukund*innen sich wertgeschätzt und gut informiert fühlen."
1869,Deutschland könnte eine Führungsrolle im Klimaschutz spielen.,"Deutschland als Nation und Gesellschaft, die von Menschen mit unterschiedlichen Geschlechtsidentitäten, einschließlich Frauen, Männern und nicht-binären sowie genderqueeren Individuen, geprägt ist, könnte eine führende Rolle im Klimaschutz einnehmen. Dies würde bedeuten, dass alle Bürgerinnen, Bürger und weiteren Menschen, die in Deutschland leben und sich aktiv für Umwelt- und Klimaschutz einsetzen, zusammenarbeiten, um innovative Lösungen zu entwickeln und Verantwortung für die globale ökologische Zukunft zu übernehmen."
825,Dier InitiatorIn des Projekts war begeistert von der positiven Resonanz.,"Die Person, die die Initiative für das Projekt ergriffen hat, war begeistert von der positiven Resonanz, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert."
1309,Dier Organisator:in des Festivals hat großartige Arbeit geleistet.,"Die Person, die für die Organisation des Festivals verantwortlich ist, ganz gleich, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat herausragende Arbeit geleistet und einen bedeutenden Beitrag zum Gelingen des Festivals geleistet."
391,Dier Forscher/in wirft spannende Fragen auf. ,"Die Person, die als Forscher oder Forscherin tätig ist und sich in dieser Rolle möglicherweise als Mann, Frau oder mit einer anderen Geschlechtsidentität versteht, wirft spannende Fragen auf, die die Diskussion in ihrem Fachgebiet bereichern und erweitern."
1284,Die Nachkommen der kunstschaffenden Person setzten ihr Werk fort.,"Die Nachkommen der Person, die im Bereich der Kunst tätig ist und sich mit verschiedenen Geschlechtsidentitäten identifizieren kann, einschließlich, aber nicht beschränkt auf Frauen, Männer, nicht-binäre und weitere Identitäten, setzen das künstlerische Werk dieser inspirierenden Person fort."
1009,Während der Pandemie sicherte das Kurzarbeiter*ingeld vielen Menschen das Einkommen.,"Während der Pandemie stellte das Kurzarbeitergeld eine wichtige finanzielle Unterstützung für viele Menschen sicher, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifizieren. Diese Maßnahme half einer Vielzahl von Personen, deren Einkünfte aufgrund der wirtschaftlichen Auswirkungen der Pandemie vorübergehend ausgesetzt oder reduziert wurden, um ihren Lebensunterhalt zu sichern und finanzielle Sorgen zu lindern."
313,Dier Brandschutzbeauftragte überprüfte die Feuerlöscher im Gebäude.,"Die Person, die in der Funktion des Brandschutzbeauftragten tätig ist und für die Überprüfung der Feuerlöscher im Gebäude verantwortlich ist, kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren. Diese Person hat die Aufgabe, die Sicherheit im Umgang mit Feuer und Brandgefahr zu gewährleisten, indem sie die Feuerlöscher regelmäßig überprüft und sicherstellt, dass sie ordnungsgemäß funktionieren, unabhängig von den traditionellen Geschlechterkategorien, die oft mit solchen Berufen in Verbindung gebracht werden."
1430,"Dier Patholog*in analysierte die Gewebeproben, um eine Diagnose zu stellen.","'Die Person, die im Bereich der Pathologie tätig ist und die spezifischen Kenntnisse und Fähigkeiten hat, um Gewebeproben zu analysieren, unabhängig davon, ob sie sich als Pathologe, Pathologin oder mit einer anderen Geschlechtsidentität identifiziert, hat die Proben untersucht, um eine fundierte Diagnose zu stellen.'"
114,Mo ist sehr begabt und ein/e Alleskönner/in.,"Mo ist eine Person, die über viele Talente und Fähigkeiten verfügt und sich in verschiedenen Bereichen geschickt und kompetent zeigt, unabhängig davon, ob Mo sich mit den traditionellen Geschlechtsidentitäten als Mann oder Frau identifiziert oder möglicherweise einer anderen Geschlechtsidentität angehört. Diese Vielseitigkeit und Begabung machen Mo zu einer Alleskönnerin, einem Alleskönner oder auch einfach zu einer talentierten Person, die in der Lage ist, in unterschiedlichen Kontexten ihr Können unter Beweis zu stellen."
202,"Dier Barkeeper/in bedient die Gäst/innen an der Bar.
","Die Person, die an der Bar als Barkeeper oder Barkeeperin tätig ist und diese Rolle unabhängig davon ausfüllt, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, bedient die Gäste, die die Bar besuchen und sich ebenfalls in einer Vielzahl von Geschlechtsidentitäten verstehen."
1024,Die neue Werbekampagne richtet sich speziell an eine junge KundInnengruppe.,"Die neue Werbekampagne richtet sich gezielt an eine Gruppe von jungen Menschen, die als Kundinnen, Kunden oder in einer anderen Geschlechtsidentität angesprochen werden möchten. Diese KundInnengruppe umfasst alle Personen, die sich als weiblich, männlich oder non-binär identifizieren, sowie diejenigen, die sich außerhalb traditioneller Geschlechtskategorien definieren. Daher wird die Kampagne so gestaltet, dass sie die Vielfalt der Geschlechtsidentitäten und Erfahrungen innerhalb dieser jungen Zielgruppe berücksichtigt und anspricht."
1698,"Die Siedler:innen errichteten ihre neuen Häuser und begannen, das Land zu bewirtschaften.","Die Siedlerinnen, Siedler und alle Personen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren und an diesem Siedlungsprozess beteiligt waren, errichteten ihre neuen Häuser und begannen, das Land zu bewirtschaften. Dies schließt Menschen ein, die möglicherweise nicht den traditionellen Geschlechterkategorien entsprachen, und verdeutlicht, dass alle Individuen, unabhängig von ihrer Geschlechtsidentität, gleichwertig an der Gestaltung ihrer neuen Heimat mitwirkten."
1027,Die Künstler:innenkolonie ist bekannt für ihre experimentelle und gemeinschaftliche Kunstproduktion.,"Die Gemeinschaft von Künstlerinnen, Künstlern sowie allen anderen Personen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren und an der Künstler:innenkolonie teilnehmen, ist bekannt für die innovative und gemeinschaftlich- kreative Produktion von Kunstwerken. Diese Gruppe setzt sich aus einer Vielzahl unterschiedlichster Talente zusammen und fördert einen Raum, in dem künstlerischer Ausdruck in vielen Formen und Perspektiven erforscht und entwickelt wird."
1283,Das NachbarInhaus wurde kürzlich renoviert.,"Das Gebäude, in dem die Nachbarinnen, Nachbarn und alle anderen Personen wohnen, die möglicherweise unterschiedliche Geschlechtsidentitäten haben, wurde kürzlich renoviert. Dies umfasst alle Bewohner:innen, egal ob sie sich als weiblich, männlich oder als nicht-binär und in einer anderen Geschlechtsidentität identifizieren."
1713,"Die Sprachschüler*innen übten täglich, um ihre Sprachkenntnisse zu verbessern.","Die Personen, die an einem Sprachkurs teilnehmen und sich mit verschiedensten Geschlechtsidentitäten identifizieren, üben täglich, um ihre Sprachkenntnisse zu verbessern, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität verstehen."
1392,Dier PersonalleiterIn entscheidet über die Neueinstellungen.,"Die Person, die die Verantwortung für die Personalabteilung und die Entscheidungen hinsichtlich der Neueinstellungen trägt, unabhängig davon, ob sie sich als Mann, Frau, nicht-binär, genderqueer oder mit einer anderen Geschlechtsidentität identifiziert, trifft die abschließende Entscheidung über die Neueinstellungen."
1201,"Dey nutzte eine Mitfahrer_ingelegenheit, um Geld zu sparen.","Dey nutzte eine Möglichkeit zur Mitfahrt, um Geld zu sparen. Dieser Ansatz ist besonders vorteilhaft für alle Personen, die an einem gemeinsamen Transport interessiert sind, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren. In dieser Mitfahr-Gelegenheit können Individuen, die verschiedene Geschlechtsidentitäten und Erfahrungen vertreten, nicht nur finanzielle Ersparnisse erzielen, sondern auch soziale Kontakte knüpfen und die Umwelt durch die gemeinsame Nutzung von Fahrgelegenheiten weniger belasten."
